M. Mandžukić,Mario Mandžukić,81
P. Chavarría,Pablo Chavarría,81
M. Arambarri,Mauro Arambarri,81
M. Scozzarella,Matteo Scozzarella,81
J. Tarkowski,James Tarkowski,81
K. Bellarabi,Karim Bellarabi,81
M. Vilhjálmsson,Árni Vilhjálmsson,81
J. Tavernier,James Tavernier,81
M. Dmitrović,Marko Dmitrović,81
K. Moesgaard,Klaus Moesgaard,81
Óliver Torres,Óliver Torres Muñoz,81
D. van Bruggen,Damian van Bruggen,81
S. Memišević,Samir Memišević,81
J. Huyghebaert,Jeremy Huyghebaert,81
D. Upamecano,Dayot Upamecano,81
S. Moutoussamy,Samuel Moutoussamy,81
D. Limberský,David Limberský,81
D. Grootenhuis,Delano Grootenhuis,81
S. McTominay,Scott McTominay,81
D. Glushakov,Denis Glushakov,81
D. De Belder,Dylan De Belder,81
D. Dankerlui,Damil Dankerlui,81
D. Christensen,Daniel Christensen,81
D. Cheryshev,Denis Cheryshev,81
D. Calvert-Lewin,Dominic Calvert-Lewin,81
Curro Sánchez,Carlos Sánchez,81
S. Piesinger,Simon Piesinger,81
S. Karadeniz,Semih Karadeniz,81
S. Henriksen,Søren Henriksen,81
S. Gustafson,Simon Gustafson,81
G. Guerrieri,Guido Guerrieri,81
G. Chakvetadze,Giorgi Chakvetadze,81
R. Lewandowski,Robert Lewandowski,81
Francisco Ramos,Francis Ross,81
F. Niederlechner,Florian Niederlechner,81
R. Procházka,Roman Procházka,81
R. Siemaszko,Rafal Siemaszko,81
F. Adu Kwame,Frank Adu Kwame,81
E. Zukanović,Ervin Zukanović,81
R. Yaremchuk,Roman Yaremchuk,81
E. Linthorst,Evert Linthorst,81
Rodrigo Galo,Rodrigo Palacio,81
S. Blondelle,Siebe Blondelle,81
S. Coulibaly,Senou Coulibaly,81
S. De Ridder,Steve De Ridder,81
C. Zimmermann,Jan Zimmermann,81
G. Middleton,Glenn Middleton,81
C. Pinsoglio,Carlo Pinsoglio,81
C. Hudson-Odoi,Callum Hudson-Odoi,81
A. Kochenkov,Anton Kochenkov,81
A. Karabulut,Aydin Karabulut,81
Y. Konoplyanka,Yevhen Konoplyanka,81
A. Gomez Mancini,Anthony Gomez Mancini,81
A. Finnbogason,Alfreð Finnbogason,81
A. Ferdinand,Anton Ferdinand,81
A. Kovačević,Adnan Kovačević,81
Y. Tielemans,Youri Tielemans,81
A. Cresswell,Aaron Cresswell,81
Y. van Nieff,Yoëll van Nieff,81
A. Ciciretti,Amato Ciciretti,81
A. Castro-Montes,Alessio Castro-Montes,81
A. Bongiovanni,Adrien Bongiovanni,81
A. Abdennour,Aymen Abdennour,81
Y. Yakovenko,Yuriy Yakovenko,81
Y. Aït Bennasser,Youssef Aït Bennasser,81
A. Miranchuk,Anton Miranchuk,81
A. Tighadouini,Adnane Tighadouini,81
C. Forrester,Chris Forrester,81
C. Coosemans,Colin Coosemans,81
T. Chevalier,Teddy Chevalier,81
T. Halilović,Tibor Halilović,81
B. Stillhart,Basil Stillhart,81
B. Rotenberg,Boris Rotenberg,81
T. Sainsbury,Trent Sainsbury,81
B. Gschweidl,Bernd Gschweidl,81
B. Cristante,Bryan Cristante,81
B. Avramovic,Bojan Avramovic,81
André Ramalho,André Ramalho Silva,81
André Ferreira,Ander Herrera,81
André Almeida,André Almeida Pinto,81
Vasco Paciência,Vasco Mendes Paciência,81
W. Hennessey,Wayne Hennessey,81
C. Osmanpaşa,Caner Osmanpaşa,81
Garry Rodrigues,Garry Mendes Rodrigues,81
M. Konczkowski,Martin Konczkowski,81
J. Drachmann,Janus Drachmann,81
H. ter Avest,Hidde ter Avest,81
Paolo Fernandes,Paolo Fernandes Cantin,81
J. Filipović,Jakov Filipović,81
Pablo Fornals,Pablo Fornals Malla,81
R. Acquafresca,Robert Acquafresca,81
P. Stolarski,Paweł Stolarski,81
Ivanildo Fernandes,Evanildo Fernandes Gomes,81
R. Falk Jensen,Rasmus Falk Jensen,81
I. Bel Hassani,Iliass Bel Hassani,81
R. Aït Nouri,Rayan Aït Nouri,81
P. Schobesberger,Philipp Schobesberger,81
Pedro Pereira,Pedro Teixeira,81
H. Choudhury,Hamza Choudhury,81
P. Parzyszek,Piotr Parzyszek,81
P. Zieliński,Piotr Zieliński,81
J. Caenepeel,Jinty Caenepeel,81
J. Bostock,John Bostock,82
T. Rogić,Tom Rogić,82
M. Ritchie,Matt Ritchie,82
T. Schützenauer,Tobias Schützenauer,82
U. Ikpeazu,Uche Ikpeazu,82
T. Sparv,Tim Sparv,82
T. Taiwo,Tom Taiwo,82
M. Ngadeu-Ngadjui,Michael Ngadeu-Ngadjui,82
T. Walcott,Theo Walcott,82
M. Plattenhardt,Marvin Plattenhardt,82
J. Bořil,Jan Bořil,82
U. Demirok,Uğur Demirok,82
L. de Jong,Luuk de Jong,82
T. van den Belt,Thomas van den Belt,82
R. Freuler,Remo Freuler,82
M. Schneiderlin,Morgan Schneiderlin,82
B. Verbong,Bram Verbong,82
L. Balogun,Leon Balogun,82
I. Łasicki,Igor Łasicki,82
S. Ulreich,Sven Ulreich,82
L. Bergsma,Léon Bergsma,82
S. Vokes,Sam Vokes,82
S. Woods,Sam Woods,82
R. Bennett,Ryan Bennett,82
M. Targett,Matt Targett,82
R. Barkley,Ross Barkley,82
C. Kpekawa,Cole Kpekawa,82
L. Grant,Lee Grant,82
Samu García,Manu García,82
M. Staniszewski,Marcin Staniszewski,82
Sérgio Marakis,Sérgio Romeu Marakis,82
J. Odgaard,Jens Odgaard,82
L. Luković,Luka Luković,82
T. Dierckx,Tuur Dierckx,82
T. Gebre Selassie,Theodor Gebre Selassie,82
J. Oblak,Jan Oblak,82
