,full_name,Current Club,nationality,minutes_played_overall,goals_overall,clean_sheets_overall
7796,Dídac Vilá Rosselló,RCD Espanyol,Spain,2358,0,6
7797,Javier López,RCD Espanyol,Spain,1949,0,5
7798,David López,RCD Espanyol,Spain,1820,0,6
7799,Mario Hermoso,RCD Espanyol,Spain,2806,3,9
7800,Víctor Sánchez,RCD Espanyol,Spain,1258,0,9
7801,Pablo Piatti,RCD Espanyol,Argentina,732,1,6
7802,Sergi Darder,RCD Espanyol,Spain,2718,4,9
7803,Marc Roca Junqué,RCD Espanyol,Spain,3116,1,10
7804,Léo Baptistão,RCD Espanyol,Brazil,1236,2,6
7805,Borja Iglesias Quintas,RCD Espanyol,Spain,3083,17,10
7806,Sergio García De La Fuente,RCD Espanyol,Spain,1485,2,9
7807,Hernán Pérez,RCD Espanyol,Paraguay,797,1,5
7808,Javier Puado Díaz,RCD Espanyol,Spain,347,0,4
7809,Roberto,RCD Espanyol,Spain,0,0,0
7810,Óscar Esau Duarte Gaitán,RCD Espanyol,Costa Rica,657,0,3
7811,Óscar Melendo Jiménez,RCD Espanyol,Spain,2003,0,7
7812,Alejandro López Moreno,RCD Espanyol,Spain,109,0,0
7813,Sergio Asenjo Andrés,Villarreal,Spain,2880,0,9
7814,Mario Gaspar,Villarreal,Spain,2602,1,10
7815,José Ramiro Funes Mori,Villarreal,Argentina,2627,2,9
7816,Álvaro,Villarreal,Spain,2966,1,9
7817,Santiago Cazorla González,Villarreal,Spain,2651,4,10
7818,Manuel Morlanes Ariño,Villarreal,Spain,611,0,2
7819,Alfonso,Villarreal,Spain,2088,3,9
7820,Pablo Fornals Malla,Villarreal,Spain,2482,2,11
7821,Santiago Cáseres,Villarreal,Argentina,1589,0,6
7822,Gerard Moreno,Villarreal,Spain,2315,8,10
7823,Karl Toko Ekambi,Villarreal,Cameroon,2147,10,11
7824,Daniel Raba Antolí,Villarreal,Spain,186,0,2
7825,Manu Trigueros,Villarreal,Spain,1548,0,6
7826,Carlos Bacca,Villarreal,Colombia,1260,6,10
7827,Miguel Arturo Layún Prado,Villarreal,Mexico,504,0,3
7828,Víctor Ruiz,Villarreal,Spain,1976,0,7
7829,Andrés Fernández,Villarreal,Spain,540,0,2
7830,Miguel Juan Llambrich,Villarreal,Spain,543,0,2
7831,Gerónimo Rulli,Real Sociedad,Argentina,2430,0,7
7832,Héctor Alfredo Moreno Herrera,Real Sociedad,Mexico,1929,1,6
7833,Joseba Zaldúa,Real Sociedad,Spain,2142,1,6
7834,Diego Llorente,Real Sociedad,Spain,1754,0,6
7835,Theo Hernández,Real Sociedad,France,1977,1,5
7836,Asier Illarramendi Andonegi,Real Sociedad,Spain,1822,1,5
7837,Rubén Pardo Gutiérrez,Real Sociedad,Spain,1373,1,6
7838,Mikel Merino,Real Sociedad,Spain,2060,3,7
7839,Igor Zubeldia,Real Sociedad,Spain,2551,0,9
7840,Willian José,Real Sociedad,Brazil,2374,11,7
7841,Mikel Oyarzabal,Real Sociedad,Spain,3160,13,9
7842,David Zurutuza,Real Sociedad,Spain,1221,2,5
7843,Juanmi,Real Sociedad,Spain,1519,5,6
7844,Aritz Elustondo,Real Sociedad,Spain,2253,1,5
7845,Luca Sangalli Fuentes,Real Sociedad,Spain,1001,1,4
7846,Jon Bautista Orgilles,Real Sociedad,Spain,585,1,5
7847,Kévin Rodrigues,Real Sociedad,Portugal,482,0,3
7848,Andoni Zubiaurre Dorronsoro,Real Sociedad,Spain,0,0,0
7849,Marc-André ter Stegen,FC Barcelona,Germany,3150,0,16
7850,Gerard Piqué,FC Barcelona,Spain,3150,4,16
7851,Jordi Alba,FC Barcelona,Spain,2987,2,16
7852,Sergi Roberto,FC Barcelona,Spain,2087,0,12
7853,Samuel Umtiti,FC Barcelona,France,1189,0,5
7854,Nélson Semedo,FC Barcelona,Portugal,1601,1,13
7855,Ivan Rakitić,FC Barcelona,Croatia,2643,3,15
7856,Sergio Busquets,FC Barcelona,Spain,2720,0,16
7857,Lionel Messi,FC Barcelona,Argentina,2709,36,16
7858,Luis Suárez,FC Barcelona,Uruguay,2829,21,14
7859,Ousmane Dembélé,FC Barcelona,France,1670,8,13
7860,Philippe Coutinho,FC Barcelona,Brazil,2020,5,17
7861,Arthur Henrique Ramos de Oliveira Melo,FC Barcelona,Brazil,1440,0,11
7862,Arturo Vidal,FC Barcelona,Chile,1929,3,16
7863,Rafael Alcântara do Nascimento,FC Barcelona,Brazil,224,0,0
7864,Jasper Cillessen,FC Barcelona,Netherlands,270,0,1
7865,Malcom,FC Barcelona,Brazil,608,1,6
7866,Clément Lenglet,FC Barcelona,France,1935,1,11
7867,Fernando Pacheco,Deportivo Alavés,Spain,3150,0,8
7868,Víctor Laguardia Cisneros,Deportivo Alavés,Spain,3240,1,8
7869,Guillermo Maripán,Deportivo Alavés,Chile,2008,2,6
7870,Rubén Duarte,Deportivo Alavés,Spain,2777,0,8
7871,Martín Aguirregabiria Padilla,Deportivo Alavés,Spain,2033,0,5
7872,Mubarak Wakaso,Deportivo Alavés,Ghana,1664,1,7
7873,Manu García,Deportivo Alavés,Spain,2325,1,8
7874,Daniel Torres,Deportivo Alavés,Colombia,71,0,0
7875,Ibai Gomez,Athletic Club Bilbao,Spain,2034,3,11
7876,Jony Rodríguez,Deportivo Alavés,Spain,2985,5,8
7877,Rubén Sobrino,Valencia CF,Spain,1154,3,6
7878,Adrián Marín Gómez,Deportivo Alavés,Spain,286,0,0
7879,Borja Bastón,Deportivo Alavés,Spain,1445,5,6
7880,Burgui,Deportivo Alavés,Spain,548,1,3
7881,Antonio Sivera Salvá,Deportivo Alavés,Spain,270,0,0
7882,Ximo Navarro,Deportivo Alavés,Spain,2532,2,7
7883,Patrick Twumasi,Deportivo Alavés,Ghana,159,0,2
7884,Antonio Perera Calderón,Deportivo Alavés,Spain,0,0,0
7885,Marko Dmitrović,SD Eibar,Serbia,2160,0,5
7886,Anaitz Arbilla,SD Eibar,Spain,1950,1,6
7887,José Ángel,SD Eibar,Spain,3034,1,9
7888,Paulo Oliveira,SD Eibar,Portugal,2242,0,6
7889,Pape Diop,SD Eibar,Spain,2356,1,6
7890,Fabián Ariel Orellana Valenzuela,SD Eibar,Chile,2738,3,8
7891,Rubén Peña,SD Eibar,Spain,2674,1,8
7892,Joan Jordán,SD Eibar,Spain,2878,4,9
7893,Kike,SD Eibar,Spain,1295,3,7
7894,Sergi Enrich,SD Eibar,Spain,2592,7,8
7895,Bebé,Rayo Vallecano,Portugal,1357,1,6
7896,Charles,SD Eibar,Brazil,1734,14,7
7897,Gonzalo Escalante,SD Eibar,Argentina,1782,4,9
7898,Pedro Bigas,SD Eibar,Spain,585,0,3
7899,Yoel Rodríguez Oterino,Real Valladolid,Spain,270,0,0
7900,Sergio Álvarez Díaz,SD Eibar,Spain,1065,0,5
7901,Pablo Hervías Ruiz,Real Valladolid,Spain,341,0,2
7902,Pere Milla Peña,SD Eibar,Spain,344,0,0
7903,Axel Werner,SD Huesca,Argentina,540,0,0
7904,Xabier Etxeita Gorritxategi,SD Huesca,Spain,2678,4,6
7905,Luisinho,SD Huesca,Portugal,508,0,0
7906,Jorge Pulido Mayoral,SD Huesca,Spain,2790,3,5
7907,Jorge Miramón Santagertrudis,SD Huesca,Spain,2496,1,6
7908,Damián Marcelo Musto,SD Huesca,Argentina,1689,0,3
7909,Moisés Gómez Bordonado,SD Huesca,Spain,3061,2,5
7910,Gonzalo Julián Melero Manzanares,SD Huesca,Spain,1344,2,3
7911,Alejandro Gallar Falguera,SD Huesca,Spain,1001,4,2
7912,Samuele Longo,SD Huesca,Italy,551,1,0
7913,Juan Camilo Hernández Suárez,SD Huesca,Colombia,2155,4,5
7914,Luis Ezequiel Ávila,SD Huesca,Argentina,1995,10,6
7915,Rúben Semedo,SD Huesca,Portugal,848,0,0
7916,David Ferreiro Quiroga,SD Huesca,Spain,2274,1,6
7917,Roberto Santamaría Cipriain,SD Huesca,Spain,1800,0,6
7918,Rajko Brežančić,SD Huesca,Serbia,66,0,0
7919,Serdar Gürler,SD Huesca,Turkey,479,0,0
7920,Lluis Sastre Reus,SD Huesca,Spain,117,0,0
7921,Alberto García Cabrera,Rayo Vallecano,Spain,1530,0,4
7922,José Antonio Dorado Ramírez,Rayo Vallecano,Spain,90,0,0
7923,Roberto Román Triguero,Rayo Vallecano,Spain,1097,0,5
7924,Jordi Amat,Rayo Vallecano,Spain,2764,0,4
7925,Abdoulaye Ba,Rayo Vallecano,Senegal,2113,1,6
7926,Gaël Kakuta,Rayo Vallecano,Congo DR,720,1,1
7927,José Ángel Pozo la Rosa,Rayo Vallecano,Spain,1612,3,4
7928,Alejandro Moreno Lopera,Rayo Vallecano,Spain,3140,1,7
7929,Álvaro Medrán,Rayo Vallecano,Spain,1147,3,4
7930,Óscar Guido Trejo,Rayo Vallecano,Argentina,1773,1,5
7931,Adrián Embarba Blázquez,Rayo Vallecano,Spain,2291,5,7
7932,Javier Guerra Rodríguez,Rayo Vallecano,Spain,229,0,1
7933,Luis Jan Piers Advíncula Castrillón,Rayo Vallecano,Peru,2391,1,4
7934,Gorka Elustondo Urkola,Rayo Vallecano,Spain,285,0,2
7935,Alhassane Bangoura,Rayo Vallecano,Guinea,0,0,0
7936,Sergio Akieme Rodríguez,Rayo Vallecano,Spain,180,0,0
7937,Sergio Moreno Martínez,Rayo Vallecano,Spain,13,0,0
7938,Miguel Ángel Morro Muñoz,Rayo Vallecano,Spain,0,0,0
7939,Tomáš Vaclík,Sevilla FC,Czech Republic,2970,0,8
7940,Simon Kjær,Sevilla FC,Denmark,2016,0,7
7941,Gabriel Mercado,Sevilla FC,Argentina,1738,2,7
7942,Sergio Escudero,Sevilla FC,Spain,1549,0,6
7943,Sergi Gómez,Sevilla FC,Spain,2766,0,7
7944,Jesús Navas,Sevilla FC,Spain,2714,1,8
7945,Éver Banega,Sevilla FC,Argentina,2681,3,9
7946,Franco Vázquez,Sevilla FC,Italy,2285,3,10
7947,Pablo Sarabia,Sevilla FC,Spain,2728,12,9
7948,Roque Mesa,Sevilla FC,Spain,1788,2,9
7949,André Silva,Sevilla FC,Portugal,2164,9,7
7950,Aleix Vidal,Sevilla FC,Spain,525,0,5
7951,Ibrahim Amadou,Sevilla FC,Cameroon,755,0,5
7952,Luis Muriel,Sevilla FC,Colombia,119,1,1
7953,Nolito,Sevilla FC,Spain,30,0,2
7954,Wissam Ben Yedder,Sevilla FC,France,2818,18,10
7955,Juan Soriano Oropesa,Sevilla FC,Spain,360,0,3
7956,Joris Gnagnon,Sevilla FC,Côte d'Ivoire,444,0,1
7957,Keylor Navas,Real Madrid,Costa Rica,900,0,4
7958,Sergio Ramos,Real Madrid,Spain,2476,6,10
7959,Marcelo,Real Madrid,Brazil,1854,2,4
7960,Nacho Fernandez,Real Madrid,Spain,1700,0,6
7961,Daniel Carvajal Ramos,Real Madrid,Spain,2106,1,8
7962,Toni Kroos,Real Madrid,Germany,2227,0,7
7963,Isco,Real Madrid,Spain,1186,3,10
7964,Marco Asensio,Real Madrid,Spain,1778,1,11
7965,Dani Ceballos,Real Madrid,Spain,1246,3,9
7966,Karim Benzema,Real Madrid,France,2963,21,12
7967,Gareth Bale,Real Madrid,Wales,1793,8,9
7968,Casemiro,Real Madrid,Luxembourg,2315,3,8
7969,Luka Modrić,Real Madrid,Croatia,2618,3,11
7970,Lucas Vázquez,Real Madrid,Spain,1500,1,10
7971,Raphaël Varane,Real Madrid,France,2756,2,9
7972,Borja Mayoral,Levante UD,Spain,1614,3,5
7973,Thibaut Courtois,Real Madrid,Belgium,2430,0,8
7974,Vinícius José Paixão de Oliveira Júnior,Real Madrid,Brazil,864,2,5
7975,David Soria,Getafe CF,Spain,3330,0,13
7976,Damián Suárez,Getafe CF,Uruguay,3240,0,12
7977,Leandro Cabrera,Getafe CF,Uruguay,2794,2,9
7978,Bruno González Cabrera,Getafe CF,Spain,1697,0,10
7979,Djene Dakonam,Getafe CF,Togo,2981,0,11
7980,Gaku Shibasaki,Getafe CF,Japan,390,0,3
7981,Francisco Portillo,Getafe CF,Spain,1991,1,11
7982,Nemanja Maksimović,Getafe CF,Serbia,3211,1,12
7983,Mauro Arambarri,Getafe CF,Uruguay,2687,1,11
7984,Jorge Molina,Getafe CF,Spain,2650,14,13
7985,Amath Ndiaye,Getafe CF,Senegal,1011,1,5
7986,Jaime Mata Arnaiz,Getafe CF,Spain,2436,14,11
7987,Iván Alejo,Getafe CF,Spain,170,0,2
7988,Ángel,Getafe CF,Spain,1819,8,13
7989,Leandro Chichizola,Getafe CF,Argentina,90,0,0
7990,Vitorino Antunes,Getafe CF,Portugal,2182,1,10
7991,Sergio Guardiola Navarro,Real Valladolid,Spain,1543,3,4
7992,Ignasi Miquel i Pons,Getafe CF,Spain,314,0,4
7993,Neto,Valencia CF,Brazil,3060,0,10
7994,Ezequiel Garay,Valencia CF,Argentina,2137,2,6
7995,Gabriel Paulista,Valencia CF,Brazil,2625,0,9
7996,Cristiano Piccini,Valencia CF,Italy,1868,1,5
7997,José Luis Gayà,Valencia CF,Spain,3138,1,12
7998,Daniel Wass,Valencia CF,Denmark,2378,1,9
7999,Daniel Parejo,Valencia CF,Spain,3063,9,13
8000,Geoffrey Kondogbia,Valencia CF,France,1244,1,8
8001,Carlos Soler,Valencia CF,Spain,2465,2,10
8002,Rodrigo,Valencia CF,Spain,2542,8,11
8003,Santi Mina,Valencia CF,Spain,1859,7,10
8004,Kevin Gameiro,Valencia CF,France,1604,6,12
8005,Mouctar Diakhaby,Valencia CF,France,1574,2,8
8006,Michy Batshuayi,Valencia CF,Belgium,519,1,4
8007,Jaume Doménech,Valencia CF,Spain,360,0,3
8008,Denis Cheryshev,Valencia CF,Russia,1708,2,9
8009,Toni Lato,Valencia CF,Spain,270,0,1
8010,Ferrán Torres García,Valencia CF,Spain,841,2,10
8011,Jan Oblak,Atlético Madrid,Slovenia,3330,0,20
8012,Juanfran,Atlético Madrid,Spain,1608,0,11
8013,Filipe Luís,Atlético Madrid,Brazil,2036,2,13
8014,Diego Godín,Atlético Madrid,Uruguay,2508,3,16
8015,Stefan Savić,Atlético Madrid,Montenegro,1400,0,9
8016,Saúl Ñíguez,Atlético Madrid,Spain,2924,4,17
8017,Koke,Atlético Madrid,Spain,2588,3,16
8018,Thomas Lemar,Atlético Madrid,France,1825,2,17
8019,Diego Da Silva Costa,Atlético Madrid,Spain,1116,2,8
8020,Antoine Griezmann,Atlético Madrid,France,3204,15,19
8021,Ángel Correa,Atlético Madrid,Argentina,1918,3,18
8022,Vitolo,Atlético Madrid,Spain,742,0,10
8023,Gelson Dany Batalha Martins,Atlético Madrid,Portugal,223,0,3
8024,Thomas Partey,Atlético Madrid,Ghana,2066,3,17
8025,Antonio Adán,Atlético Madrid,Spain,90,0,0
8026,Nikola Kalinić,Atlético Madrid,Croatia,639,2,10
8027,Rodri,Atlético Madrid,Spain,2742,3,18
8028,José Giménez,Atlético Madrid,Uruguay,1772,0,14
8029,Unai Simón Mendibil,Athletic Club Bilbao,Spain,630,0,0
8030,Óscar de Marcos,Athletic Club Bilbao,Spain,2427,1,7
8031,Yuri,Athletic Club Bilbao,Spain,3121,2,9
8032,Yeray Álvarez López,Athletic Club Bilbao,Spain,2614,0,10
8033,Markel Susaeta,Athletic Club Bilbao,Spain,1380,1,5
8034,Dani García,Athletic Club Bilbao,Spain,2482,0,8
8035,Unai López Cabrera,Athletic Club Bilbao,Spain,326,0,1
8036,Peru Nolaskoain Esnal,Athletic Club Bilbao,Spain,462,2,0
8037,Aritz Aduriz,Athletic Club Bilbao,Spain,941,2,4
8038,Iker Muniain,Athletic Club Bilbao,Spain,2386,7,9
8039,Iñaki Williams,Athletic Club Bilbao,Spain,3040,13,10
8040,Ander Capa,Athletic Club Bilbao,Spain,1637,0,7
8041,Iñigo Córdoba,Athletic Club Bilbao,Spain,1324,0,7
8042,Raúl García,Athletic Club Bilbao,Spain,2376,9,7
8043,Unai Núñez,Athletic Club Bilbao,Spain,1063,0,3
8044,Ander Iturraspe Derteano,Athletic Club Bilbao,Spain,97,0,0
8045,Hodei Oleaga Alarcia,Athletic Club Bilbao,Spain,0,0,0
8046,Gorka Guruzeta Rodríguez,Athletic Club Bilbao,Spain,44,0,1
8047,Iván Cuéllar,Leganés,Spain,3056,0,10
8048,Dimitrios Siovas,Leganés,Greece,2965,1,11
8049,Ezequiel Muñoz,Leganés,Argentina,211,0,0
8050,Juan Francisco Moreno Fuertes,Leganés,Spain,1459,1,6
8051,Jonathan Cristian Silva,Leganés,Argentina,2700,3,10
8052,Raúl García Carnero,Girona FC,Spain,1234,0,2
8053,Nabil El Zhar,Leganés,Morocco,954,4,3
8054,Rubén Pérez del Mármol,Leganés,Spain,2472,0,8
8055,Javier Eraso,Leganés,Spain,635,0,3
8056,Gerard Gumbau Garriga,Leganés,Spain,1197,1,2
8057,Guido Marcelo Carrillo,Leganés,Argentina,1995,6,10
8058,Michael Nicolás Santos Rosadilla,Leganés,Uruguay,551,1,6
8059,Daniel Ojeda Saranova,Leganés,Spain,192,0,2
8060,Youssef En-Nesyri,Leganés,Morocco,2106,9,7
8061,Unai Bustinza,Leganés,Spain,2028,0,8
8062,Allan Nyom,Leganés,Cameroon,1712,1,7
8063,Jon Ander Serantes Simon,Leganés,Spain,0,0,0
8064,Óscar Rodríguez Arnaiz,Leganés,Spain,2515,4,11
8065,Robert Ibáñez Castro,Getafe CF,Spain,69,0,1
8066,Marc Cardona Rovira,SD Eibar,Spain,597,3,3
8067,Diego Alejandro Rolan Silva,Deportivo Alavés,Uruguay,508,0,2
8068,Mikel Vesga,Leganés,Spain,2075,1,9
8069,John Guidetti,Deportivo Alavés,Sweden,620,2,3
8070,Cristian Tello,Real Betis,Spain,1559,4,6
8071,Lucas Hernández Pi,Atlético Madrid,France,1119,1,8
8072,Álvaro García Rivera,Rayo Vallecano,Spain,1759,4,7
8073,Santiago Comesaña Veiga,Rayo Vallecano,Spain,2032,1,3
8074,Enes Ünal,Real Valladolid,Turkey,2152,6,6
8075,Duje Čop,Real Valladolid,Croatia,678,0,4
8076,Munir,Sevilla FC,Spain,1191,6,7
8077,Jokin Ezkieta Mendiburu,FC Barcelona,Spain,0,0,0
8078,Esteban Félix Granero Molina,RCD Espanyol,Spain,2020,3,7
8079,Rúben Vezo,Levante UD,Portugal,1534,2,6
8080,Maxime Gonalons,Sevilla FC,France,536,0,4
8081,Guilherme Antonio Arana Lopes,Sevilla FC,Brazil,632,0,3
8082,Jaume Costa,Villarreal,Spain,1498,1,7
8083,Aday Benítez,Girona FC,Spain,647,0,2
8084,Seung-Ho Paik,Girona FC,South Korea,57,0,0
8085,Marcos Llorente,Real Madrid,Spain,540,0,4
8086,Facundo Roncaglia,Valencia CF,Argentina,1674,0,5
8087,Rubén Blanco,Celta de Vigo,Spain,2250,0,6
8088,Mikel Rico Moreno,Athletic Club Bilbao,Spain,243,0,2
8089,Pablo Ínsua Blanco,SD Huesca,Spain,779,0,3
8090,Ivi,Real Valladolid,Spain,17,0,1
8091,Jordi Calavera Espinach,SD Eibar,Spain,0,0,1
8092,Asier Riesgo Unamuno,SD Eibar,Spain,1260,0,4
8093,Martín Merquelanz Castellanos,Real Sociedad,Spain,5,0,0
8094,Miguel Ángel Moyà Rumbo,Real Sociedad,Spain,990,0,2
8095,Raúl Navas,Real Sociedad,Spain,1311,0,6
8096,Nicola Sansone,Villarreal,Italy,34,1,0
8097,Seydou Doumbia,Girona FC,Côte d'Ivoire,535,2,3
8098,Marc Vito Brezmes,Girona FC,Spain,0,0,0
8099,Santiago Arias Naranjo,Atlético Madrid,Colombia,1771,1,15
8100,Mariano,Real Madrid,Dominican Republic,438,3,3
8101,Kenneth Josiah Omeruo,Leganés,Nigeria,2434,0,9
8102,Emmanuel Okyere Boateng,Levante UD,Ghana,695,1,3
8103,Jeison Murillo,FC Barcelona,Colombia,202,0,1
8104,Joaquín,Real Betis,Spain,1692,6,9
8105,Javi García,Real Betis,Spain,520,0,7
8106,Quincy Anton Promes,Sevilla FC,Netherlands,1569,2,9
8107,Juan Aguilera Aguilera Núñez,SD Huesca,Spain,345,0,0
8108,Carlos Akapo Martínez,SD Huesca,Equatorial Guinea,1024,0,1
8109,Giannelli Imbula,Rayo Vallecano,Congo DR,1739,1,3
8110,Raúl de Tomás Gómez,Rayo Vallecano,Spain,2820,14,6
8111,Álex Alegría,Rayo Vallecano,Spain,131,0,1
8112,Stole Dimitrievski,Rayo Vallecano,FYR Macedonia,1890,0,3
8113,Alejandro Gálvez Jimena,Rayo Vallecano,Spain,1418,1,4
8114,Borja Garces Moreno,Atlético Madrid,Spain,19,1,0
8115,Francisco Javier Montero Rubio,Atlético Madrid,Spain,401,0,4
8116,Andrés Felipe Solano Dávila,Atlético Madrid,Colombia,46,0,1
8117,Pablo de Blasis,SD Eibar,Argentina,1515,2,5
8118,Marc Cucurella Saseta,SD Eibar,Spain,2356,1,8
8119,Iván Ramis,SD Eibar,Spain,1683,0,6
8120,Andoni Gorosabel,Real Sociedad,Spain,456,0,1
8121,Thomas Vermaelen,FC Barcelona,Belgium,587,0,4
8122,Gonçalo Guedes,Valencia CF,Portugal,1471,5,11
8123,Giovani Lo Celso,Real Betis,Argentina,2400,9,7
8124,Iñigo Martínez,Athletic Club Bilbao,Spain,2903,0,8
8125,Beñat,Athletic Club Bilbao,Spain,2044,1,6
8126,Mikel San José,Athletic Club Bilbao,Spain,1717,0,10
8127,Mikel Balenziaga,Athletic Club Bilbao,Spain,520,0,4
8128,Álvaro Odriozola,Real Madrid,Spain,1180,0,5
8129,Manuel Rolando Iturra Urrutia,Villarreal,Chile,73,0,1
8130,Edinaldo Gomes Pereira,RCD Espanyol,Brazil,1366,1,3
8131,Roberto Rosales,RCD Espanyol,Venezuela,1751,3,6
8132,Nikola Vukčević,Levante UD,Montenegro,671,0,4
8133,Leonardo Gabriel Suárez,Real Valladolid,Argentina,518,2,4
8134,Jonathan Calleri,Deportivo Alavés,Argentina,2878,9,7
8135,Adrián Diéguez Grande,SD Huesca,Spain,749,0,1
8136,Andrei Daniel Lupu,Deportivo Alavés,Romania,0,0,0
8137,Daniel Carriço,Sevilla FC,Portugal,2132,1,9
8138,Dimitri Foulquier,Getafe CF,France,1809,3,8
8139,Sebastián Carlos Cristóforo Pepe,Getafe CF,Uruguay,441,0,6
8140,Douglas Luiz,Girona FC,Brazil,1487,0,4
8141,Emiliano Daniel Velázquez Maldonado,Rayo Vallecano,Uruguay,1275,0,4
8142,David Juncà,Celta de Vigo,Spain,1758,0,5
8143,Mathias Jensen,Celta de Vigo,Denmark,235,0,1
8144,Rodrigo Tarín Higón,Leganés,Spain,1428,0,6
8145,Federico Valverde,Real Madrid,Uruguay,650,0,6
8146,Moses Daddy Simon,Levante UD,Nigeria,779,1,1
8147,Francis Coquelin,Valencia CF,France,1744,0,10
8148,Denis Suárez,FC Barcelona,Spain,17,0,2
8149,Adrià Giner Pedrosa,RCD Espanyol,Spain,759,1,3
8150,Naïs Djouahra,Real Sociedad,France,0,0,0
8151,Carlos Isaac Muñoz Obejero,Atlético Madrid,Spain,90,0,1
8152,Sabin Merino,Leganés,Spain,287,0,5
8153,Borja Lasso,Sevilla FC,Spain,0,0,0
8154,Jesús Vallejo Lázaro,Real Madrid,Spain,311,1,1
8155,Tomás Pina,Deportivo Alavés,Spain,2343,2,6
8156,Markel Bergara,Getafe CF,Spain,50,0,0
8157,Hugo Duro Perales,Getafe CF,Spain,415,0,5
8158,Moisés Delgado López,Real Valladolid,Spain,270,0,0
8159,Erick Cathriel Cabaco Almada,Levante UD,Uruguay,1639,2,5
8160,Sandro Ramirez,Real Sociedad,Spain,1048,0,6
8161,Juan Berrocal González,Sevilla FC,Spain,0,0,0
8162,Sergio Reguilón Rodríguez,Real Madrid,Spain,1121,0,5
8163,Aleksandar Jovanović,SD Huesca,Serbia,1080,0,0
8164,Carlos Vigaray,Deportivo Alavés,Spain,647,0,0
8165,Andriy Lunin,Leganés,Ukraine,364,0,2
8166,Iago Herrerín,Athletic Club Bilbao,Spain,2790,0,10
8167,Ander Guevara Lajo,Real Sociedad,Spain,90,0,0
8168,Roberto López Alcaide,Real Sociedad,Spain,28,0,0
8169,Recio,Leganés,Spain,1287,0,8
8170,Samuel Chimerenka Chukwueze,Villarreal,Nigeria,1709,5,6
8171,Kevin Vázquez Comesaña,Celta de Vigo,Spain,218,0,0
8172,Andrew Hjulsager,Celta de Vigo,Denmark,348,0,2
8173,Javier Avilés Cortés,Leganés,Spain,0,0,0
8174,Daniele Bonera,Villarreal,Italy,233,0,2
8175,Juan Brandariz Movilla,FC Barcelona,Spain,0,0,0
8176,Markel Areitio Cedrún,SD Eibar,Spain,0,0,0
8177,Jonás Ramalho,Girona FC,Spain,1620,1,6
8178,Carles Planas Antolínez,Girona FC,Spain,418,0,3
8179,José Aurelio Suárez García,Girona FC,Spain,0,0,0
8180,Joaquín Fernández Moreno,Real Valladolid,Spain,836,1,3
8181,Jozabed,Celta de Vigo,Spain,1156,0,6
8182,Adnan Januzaj,Real Sociedad,Belgium,1252,1,5
8183,Wilfrid Jaures Kaptoum,Real Betis,Cameroon,776,0,3
8184,Diego Altamirano Carbonell,Real Betis,Spain,0,0,0
8185,Christian Rivera Hernández,SD Huesca,Spain,1694,2,4
8186,Javier Sánchez de Felipe,Real Madrid,Spain,45,0,0
8187,Yhoan Andzouana,Girona FC,Congo DR,0,0,0
8188,Valery Fernández Estrada,Girona FC,Spain,886,0,2
8189,Carles Aleña Castillo,FC Barcelona,Spain,631,2,8
8190,Alejandro Domínguez Romero,Deportivo Alavés,Spain,0,0,0
8191,Roberto González Bayón,Real Betis,Spain,0,0,0
8192,Antonio Moya Vega,Atlético Madrid,Spain,90,0,1
8193,Joaquín Muñoz Benavides,Atlético Madrid,Spain,0,0,1
8194,Kiko Casilla,Real Madrid,Spain,0,0,0
8195,Francisco Jesús López De La Manzanara Delgado,Levante UD,Spain,154,0,1
8196,Cristian George Ganea,Athletic Club Bilbao,Romania,50,0,0
8197,Luis Miguel Sánchez Benítez,Real Valladolid,Spain,0,0,0
8198,Robin Aime Robert Le Normand,Real Sociedad,France,283,0,0
8199,Juan Miranda González,FC Barcelona,Spain,0,0,0
8200,Ignacio Peña Sotorres,FC Barcelona,Spain,0,0,0
8201,Javi Fuego,Villarreal,Spain,234,0,2
8202,Juan José Camacho Barnola,SD Huesca,Spain,34,0,0
8203,Aihen Muñoz Capellán,Real Sociedad,Spain,954,0,3
8204,José Manuel Arnáiz Díaz,Leganés,Spain,107,0,2
8205,Ander Barrenetxea Muguruza,Real Sociedad,Spain,400,1,1
8206,Kangin Lee,Valencia CF,South Korea,21,0,1
8207,Gonzalo Ávila Gordon,RCD Espanyol,Spain,0,0,0
8208,Mathieu Flamini,Getafe CF,France,449,0,3
8209,Uroš Račić,Valencia CF,Serbia,0,0,0
8210,Jose Uche,SD Huesca,Spain,0,0,0
8211,Álex Pachón Párraga,Girona FC,Spain,0,0,0
8212,Adrián Tellado Robles,Real Betis,Spain,0,0,0
8213,Bryan Gil Salvatierra,Sevilla FC,Spain,156,1,3
8214,Samuel Sáiz Alonso,Getafe CF,Spain,299,1,3
8215,Martin Braithwaite,Leganés,Denmark,1407,4,6
8216,Vicente Iborra De La Fuente,Villarreal,Spain,1667,3,6
8217,Cristo Ramón González Pérez,Real Madrid,Spain,44,0,0
8218,Brahim Abdelkader Diaz,Real Madrid,Spain,377,1,2
8219,Luca Zinedine Zidane,Real Madrid,France,90,0,0
8220,Enric Gallego Puigsech,SD Huesca,Spain,1541,5,6
8221,Yangel Clemente Herrera Ravelo,SD Huesca,Venezuela,1158,0,4
8222,Victor Carpintero Mollejo,Atlético Madrid,Spain,61,0,3
