Andrei Daniel Lupu,Andrei Daniel Lupu,100
Andrei Girotto,Andrei Girotto,100
Andrej Kramarić,Andrej Kramarić,100
Andrew Boyle,Andrew Boyle,100
Andrew Considine,Andrew Considine,100
Andrew Halliday,Andrew Halliday,100
Andrew Hjulsager,Andrew Hjulsager,100
Andrew Robertson,Andrew Robertson,100
Andrew Surman,Andrew Surman,100
Andrey Eshchenko,Andrey Eshchenko,100
Andrija Balić,Andrija Balić,100
Andrija Novakovich,Andrija Novakovich,100
Andrija Pavlović,Andrija Pavlović,100
Andrija Živković,Andrija Živković,100
Andris Vaņins,Andris Vaņins,100
Andriy Batsula,Andriy Batsula,100
Andriy Eugenovych Bogdanov,Andriy Eugenovych Bogdanov,100
Andriy Lunin,Andriy Lunin,100
Andriy Pyatov,Andriy Pyatov,100
Andriy Totovytskyi,Andriy Totovytsky,97
Andriy Yarmolenko,Andriy Yarmolenko,100
Andros Townsend,Andros Townsend,100
André  Campos Moreira,André Campos Moreira,98
André Alexandre Antunes Pedrosa,André Alexandre Antunes Pedrosa,100
André Almeida Pinto,André Almeida Pinto,100
André Biyogo Poko,André Biyogo Poko,100
André Filipe Alves Monteiro,Andre Filipe Alves Monteiro,96
André Filipe Bernardes Santos,André Filipe Bernardes Santos,100
André Filipe Brás André,André Filipe Bras André,96
André Filipe Claro de Jesus,André Filipe Claro de Jesus,100
André Filipe Coelho Pereira,André Filipe Ferreira Coelho Pereira,86
André Filipe Cunha Vidigal,André Filipe Cunha Vidigal,100
André Filipe M. Ribeiro Ferreira,André Filipe Magalhães Ribeiro Ferreira,87
André Filipe Tavares Gomes,André Filipe Tavares Gomes,100
André Gomes Magalhaes de Almeida,André Gomes Magalhaes de Almeida,100
André Hahn,André Hahn,100
André Hoffmann,Andre Hoffmann,93
André Luis Neitzke,Andre Luis Neitzke,94
André Luís Gomes Simões,André Luís Gomes Simões,100
André Martins de Sousa,André Martins de Sousa,100
André Ramalho Silva,André Ramalho Silva,100
André Ricardo Ferreira Schutte,André Ricardo Ferreira Schutte,100
André Riel,André Riel,100
André de Castro Pereira,André de Castro Pereira,100
Andrés Pascual Santonja,Andrés Pascual Santoja,98
Andy Aryel Najar Rodríguez,Andy Aryel Najar Rodríguez,100
Andy Carroll,Andy Carroll,100
Andy Delort,Andy Delort,100
Andy Rose,Andy Rose,100
Angel Gomes,Angel Gomes,100
Angelo Fulgini,Angelo Fulgini,100
Angus Gunn,Angus Gunn,100
Anouar Hadouir,Anouar Hadouir,100
Anouar Kali,Anouar Kali,100
Ante Erceg,Ante Erceg,100
Ante Rebić,Ante Rebić,100
Ante Ćorić,Ante Ćorić,100
Anthony Briançon,Anthony Briançon,100
Anthony Caci,Anthony Caci,100
Anthony D'Alberto,Anthony D'Alberto,100
Anthony Gomez Mancini,Anthony Gomez Mancini,100
Anthony Gonçalves,Anthony Gonçalves,100
Anthony Jung,Anthony Jung,100
Anthony Knockaert,Anthony Knockaert,100
Anthony Limbombe Ekango,Anthony Limbombe Ekango,100
Anthony Lopes,Anthony Lopes,100
Anthony Maisonnial,Anthony Maisonnial,100
Anthony Mandrea,Anthony Mandrea,100
Anthony Martial,Anthony Martial,100
Anthony McDonald,Anthony McDonald,100
Anthony Mounier,Anthony Mounier,100
Anthony Racioppi,Anthony Racioppi,100
Anthony Swolfs,Anthony Swolfs,100
Anthony Ujah,Anthony Ujah,100
Anthony Walongwa,Anthony Walongwa,100
Anto Grgić,Anto Grgic,90
Antoine Bernede,Antoine Bernede,100
Antoine Griezmann,Antoine Griezmann,100
Anton  Ferdinand,Anton Ferdinand,97
Anton Ciprian Tătărușanu,Ciprian Tătărușanu,86
Anton Kanibolotskyi,Anton Kanibolotskiy,95
Anton Kochenkov,Anton Kochenkov,100
Anton Miranchuk,Anton Miranchuk,100
Anton Putsila,Anton Putsila,100
Anton Saroka,Anton Saroka,100
Antonin Bobichon,Antonin Bobichon,100
Antonini Čulina,Antonini Čulina,100
Antonino Barillà,Antonino Barillà,100
Antonio Barreca,Antonio Barreca,100
Antonio Briseño Vázquez,Antonio Briseño Vázquez,100
Antonio Candreva,Antonio Candreva,100
Antonio Di Gaudio,Antonio Di Gaudio,100
Antonio Donnarumma,Antonio Donnarumma,100
Antonio Jesús Regal Angulo,Antonio Jesús Regal Angulo,100
Antonio Manuel Luna Rodríguez,Antonio Manuel Luna Rodríguez,100
Antonio Marchesano,Antonio Marchesano,100
Antonio Marino,Antonio Marin,96
Antonio Milić,Antonio Milić,100
Antonio Mirante,Antonio Mirante,100
Antonio Moya Vega,Antonio Moya Vega,100
Antonio Perera Calderón,Antonio Perera Calderón,100
Antonio Rosati,Antonio Rosati,100
Antonio Rüdiger,Antonio Rüdiger,100
Antonio Sanabria,Antonio Sanabria,100
Antonio Santurro,Antonio Santurro,100
Antonio Sivera Salvá,Antonio Sivera Salvá,100
Antonín Barák,Antonín Barák,100
António Alberto Bastos Pimparel,António Alberto Bastos Pimparel,100
